Candidate,Period,Color,Opponent,Title,Opponent Rating,Score,Games (n),Rating Change
Andrey Esipenko,2025-10-01,Black,"Henriquez Villagra, Cristobal",g,2594,0.50,1,-1.30
Andrey Esipenko,2025-10-01,White,"Suleymanli, Aydin",g,2602,0.50,1,-1.20
Andrey Esipenko,2025-10-01,Black,"Pranav, V",g,2596,0.00,1,-6.20
Andrey Esipenko,2025-10-01,White,"Volokitin, Andrei",g,2628,1.00,1,4.20
Andrey Esipenko,2025-10-01,Black,"Shirov, Alexei",g,2616,0.50,1,-1.00
Andrey Esipenko,2025-10-01,White,"Gurel, Ediz",g,2631,0.50,1,-0.80
Andrey Esipenko,2025-10-01,Black,"Anton Guijarro, David",g,2625,0.50,1,-0.90
Andrey Esipenko,2025-10-01,White,"Sjugirov, Sanan",g,2627,1.00,1,4.20
Andrey Esipenko,2025-10-01,White,"Nepomniachtchi, Ian",g,2742,1.00,1,5.80
Andrey Esipenko,2025-11-01,White,"Artemiev, Vladislav",g,2646,0.50,1,-0.70
Andrey Esipenko,2025-11-01,Black,"Lobanov, Sergei",g,2526,0.50,1,-2.20
Andrey Esipenko,2025-11-01,White,"Iljiushenok, Ilia",g,2514,0.50,1,-2.30
Andrey Esipenko,2025-11-01,Black,"Uskov, Artem",g,2498,0.50,1,-2.50
Andrey Esipenko,2025-11-01,White,"Malakhov, Vladimir",g,2643,1.00,1,4.30
Andrey Esipenko,2025-11-01,Black,"Zvjaginsev, Vadim",g,2528,0.50,1,-2.20
Andrey Esipenko,2025-11-01,White,"Ponkratov, Pavel",g,2586,0.50,1,-1.50
Andrey Esipenko,2025-11-01,Black,"Zemlyanskii, Ivan",f,2596,0.50,1,-1.30
Andrey Esipenko,2025-11-01,White,"Nesterov, Arseniy",g,2584,0.50,1,-1.50
Andrey Esipenko,2025-11-01,Black,"Dubov, Daniil",g,2684,0.50,1,-0.10
Andrey Esipenko,2025-11-01,White,"Vetokhin, Savva",g,2569,0.50,1,-1.70
Andrey Esipenko,2025-12-01,White,"Abasov, Nijat",g,2587,1.00,1,3.70
Andrey Esipenko,2025-12-01,Black,"Abasov, Nijat",g,2587,1.00,1,3.70
Andrey Esipenko,2025-12-01,Black,"Idani, Pouya",g,2601,0.00,1,-6.10
Andrey Esipenko,2025-12-01,White,"Idani, Pouya",g,2601,1.00,1,3.90
Andrey Esipenko,2025-12-01,White,"Keymer, Vincent",g,2773,0.50,1,1.30
Andrey Esipenko,2025-12-01,Black,"Keymer, Vincent",g,2773,0.50,1,1.30
Andrey Esipenko,2025-12-01,White,"Grebnev, Aleksey",g,2617,0.50,1,-0.90
Andrey Esipenko,2025-12-01,Black,"Grebnev, Aleksey",g,2617,0.50,1,-0.90
Andrey Esipenko,2025-12-01,Black,"Shankland, Sam",g,2649,0.50,1,-0.40
Andrey Esipenko,2025-12-01,White,"Shankland, Sam",g,2649,0.50,1,-0.40
Andrey Esipenko,2025-12-01,Black,"Wei, Yi",g,2752,0.50,1,1.00
Andrey Esipenko,2025-12-01,White,"Wei, Yi",g,2752,0.50,1,1.00
Andrey Esipenko,2025-12-01,White,"Yakubboev, Nodirbek",g,2689,1.00,1,5.10
Andrey Esipenko,2025-12-01,Black,"Yakubboev, Nodirbek",g,2689,1.00,1,5.10
Matthias Bluebaum,2024-02-01,White,"Pavlidis, Antonios",g,2565,1.00,1,3.80
Matthias Bluebaum,2024-02-01,Black,"Livaic, Leon",g,2557,0.50,1,-1.30
Matthias Bluebaum,2024-03-01,Black,"Santos Latasa, Jaime",g,2612,0.00,1,-5.60
Matthias Bluebaum,2024-03-01,White,"Eljanov, Pavel",g,2699,0.50,1,0.60
Matthias Bluebaum,2024-03-01,White,"Nakamura, Hikaru",g,2788,0.50,1,1.80
Matthias Bluebaum,2024-03-01,White,"Abasov, Nijat",g,2641,0.50,1,-0.20
Matthias Bluebaum,2024-03-01,Black,"Anand, Viswanathan",g,2748,0.50,1,1.20
Matthias Bluebaum,2024-04-01,White,"Petersen, Marcel",,2255*,1.00,1,0.80
Matthias Bluebaum,2024-04-01,Black,"Schmidek, Emil",m,2439,0.50,1,-2.80
Matthias Bluebaum,2024-05-01,Black,"Gerlach, Felix",,2255*,1.00,1,0.80
Matthias Bluebaum,2024-05-01,White,"Kaufeld, Juergen",f,2257,0.50,1,-4.20
Matthias Bluebaum,2024-05-01,Black,"Terekhov, Andrey",f,2255*,1.00,1,0.80
Matthias Bluebaum,2024-05-01,White,"Lewtak, Damian",m,2343,0.50,1,-3.60
Matthias Bluebaum,2024-05-01,Black,"Langheinrich, Ferenc",m,2339,1.00,1,1.30
Matthias Bluebaum,2024-05-01,White,"Knuedel, Torben",f,2299,1.00,1,1.10
Matthias Bluebaum,2024-05-01,Black,"Bazakutsa, Svyatoslav",f,2463,0.50,1,-2.50
Matthias Bluebaum,2024-05-01,White,"Nevednichy, Vladislav",g,2445,1.00,1,2.30
Matthias Bluebaum,2024-05-01,Black,"Horvath, Dominik",m,2534,1.00,1,3.40
Matthias Bluebaum,2024-07-01,White,"Miron, Lucian-Costin",g,2479,0.50,1,-2.20
Matthias Bluebaum,2024-07-01,White,"Aravindh, Chithambaram Vr.",g,2670,0.50,1,0.30
Matthias Bluebaum,2024-07-01,Black,"Brunello, Sabino",g,2507,0.50,1,-1.90
Matthias Bluebaum,2024-07-01,Black,"Willems, Niels",f,2328,1.00,1,1.30
Matthias Bluebaum,2024-07-01,White,"Relange, Eloi",g,2442,1.00,1,2.40
Matthias Bluebaum,2024-10-01,White,"Andrianiaina, Heritiana",c,2240*,1.00,1,0.80
Matthias Bluebaum,2024-10-01,Black,"Bersamina, Paulo",m,2425,1.00,1,2.30
Matthias Bluebaum,2024-10-01,White,"Pultinevicius, Paulius",g,2587,0.50,1,-0.70
Matthias Bluebaum,2024-10-01,Black,"Djukic, Nikola",g,2515,0.50,1,-1.70
Matthias Bluebaum,2024-10-01,White,"Escalona Landi, Samid Eduardo",f,2305,1.00,1,1.20
Matthias Bluebaum,2024-10-01,White,"Hillarp Persson, Tiger",g,2457,1.00,1,2.60
Matthias Bluebaum,2024-10-01,White,"Livaic, Leon",g,2550,1.00,1,3.80
Matthias Bluebaum,2024-10-01,Black,"Sargissian, Gabriel",g,2646,0.00,1,-4.90
Matthias Bluebaum,2024-10-01,White,"Flores, Diego",g,2546,1.00,1,3.70
Matthias Bluebaum,2024-10-01,Black,"Petrov, Martin",g,2536,0.50,1,-1.40
Matthias Bluebaum,2024-11-01,White,"Narayanan, S L",g,2640,0.50,1,-0.10
Matthias Bluebaum,2024-11-01,Black,"Tabatabaei, M. Amin",g,2702,0.50,1,0.80
Matthias Bluebaum,2024-12-01,White,"Golubka, Petro",g,2365,1.00,1,1.60
Matthias Bluebaum,2024-12-01,Black,"Girel, Joseph",g,2486,1.00,1,2.80
Matthias Bluebaum,2024-12-01,White,"Sanal, Vahap",g,2561,1.00,1,3.70
Matthias Bluebaum,2024-12-01,Black,"Chigaev, Maksim",g,2605,0.00,1,-5.70
Matthias Bluebaum,2024-12-01,White,"Parligras, Mircea-Emilian",g,2550,0.50,1,-1.40
Matthias Bluebaum,2024-12-01,Black,"Ahmadzada, Ahmad",g,2542,0.50,1,-1.50
Matthias Bluebaum,2024-12-01,White,"Gorshtein, Ido",g,2528,0.50,1,-1.70
Matthias Bluebaum,2024-12-01,Black,"Maksimovic, Bojan",m,2504,0.50,1,-2.00
Matthias Bluebaum,2024-12-01,White,"Dudin, Gleb",g,2510,0.50,1,-1.90
Matthias Bluebaum,2024-12-01,Black,"Ioannidis, Evgenios",g,2497,1.00,1,2.90
Matthias Bluebaum,2024-12-01,White,"Kourkoulos-Arditis, Stamatis",g,2575,0.50,1,-1.10
Matthias Bluebaum,2025-01-01,White,"Bartel, Mateusz",g,2613,0.00,1,-5.60
Matthias Bluebaum,2025-02-01,White,"Kraemer, Martin",g,2579,0.50,1,-0.90
Matthias Bluebaum,2025-02-01,Black,"Duda, Jan-Krzysztof",g,2740,0.50,1,1.30
Matthias Bluebaum,2025-03-01,Black,"Andersen, Mads",g,2584,0.50,1,-0.80
Matthias Bluebaum,2025-03-01,White,"So, Wesley",g,2747,0.50,1,1.40
Matthias Bluebaum,2025-03-01,Black,"Svane, Rasmus",g,2621,0.50,1,-0.30
Matthias Bluebaum,2025-04-01,White,"Petersen, Marcel",,2243*,1.00,1,0.80
Matthias Bluebaum,2025-04-01,Black,"Henning, Marvin",,2243*,1.00,1,0.80
Matthias Bluebaum,2025-05-01,Black,"Kasimdzhanov, Rustam",g,2678,0.50,1,0.20
Matthias Bluebaum,2025-05-01,White,"Fridman, Daniel",g,2582,0.50,1,-1.10
Matthias Bluebaum,2025-05-01,Black,"Brkic, Ante",g,2586,0.50,1,-1.00
Matthias Bluebaum,2025-06-01,Black,"Donchenko, Alexander",g,2615,1.00,1,4.40
Matthias Bluebaum,2025-06-01,White,"Dobrikov, Marco",f,2404,1.00,1,1.90
Matthias Bluebaum,2025-06-01,Black,"Svane, Frederik",g,2671,0.50,1,0.20
Matthias Bluebaum,2025-06-01,White,"Kraemer, Martin",g,2581,0.50,1,-1.10
Matthias Bluebaum,2025-06-01,Black,"Costa, Leonardo",m,2531,0.50,1,-1.70
Matthias Bluebaum,2025-06-01,White,"Wagner, Dennis",g,2616,1.00,1,4.40
Matthias Bluebaum,2025-06-01,Black,"Keymer, Vincent",g,2720,0.00,1,-4.20
Matthias Bluebaum,2025-06-01,Black,"Huschenbeth, Niclas",g,2601,0.50,1,-0.80
Matthias Bluebaum,2025-06-01,White,"Svane, Rasmus",g,2629,0.50,1,-0.40
Matthias Bluebaum,2025-07-01,Black,"Pultinevicius, Paulius",g,2561,1.00,1,3.60
Matthias Bluebaum,2025-07-01,White,"Volokitin, Andrei",g,2626,0.00,1,-5.50
Matthias Bluebaum,2025-07-01,Black,"Noe, Christopher",m,2502,0.50,1,-2.10
Matthias Bluebaum,2025-07-01,White,"Samunenkov, Ihor",g,2562,1.00,1,3.60
Matthias Bluebaum,2025-07-01,Black,"Maurizzi, Marc Andria",g,2607,0.50,1,-0.80
Matthias Bluebaum,2025-07-01,White,"Svane, Frederik",g,2667,1.00,1,5.10
Matthias Bluebaum,2025-07-01,Black,"Harikrishna, Pentala",g,2707,0.50,1,0.60
Matthias Bluebaum,2025-07-01,White,"Navara, David",g,2657,0.00,1,-5.10
Matthias Bluebaum,2025-07-01,Black,"Tazbir, Marcin",g,2504,0.50,1,-2.10
Matthias Bluebaum,2025-09-01,Black,"Kersten, Uwe",m,2260*,1.00,1,0.80
Matthias Bluebaum,2025-09-01,White,"Rebentisch, Tom",,2270,1.00,1,0.90
Matthias Bluebaum,2025-09-01,Black,"Besou, Hussain",f,2390,1.00,1,1.70
Matthias Bluebaum,2025-09-01,White,"Xiao, Tong(qd)",g,2539,1.00,1,3.40
Matthias Bluebaum,2025-09-01,Black,"Jumabayev, Rinat",g,2556,0.50,1,-1.40
Matthias Bluebaum,2025-09-01,White,"Parvanyan, Ashot",m,2403,1.00,1,1.80
Matthias Bluebaum,2025-09-01,Black,"Engel, Luis",g,2548,0.50,1,-1.50
Matthias Bluebaum,2025-09-01,White,"Kollars, Dmitrij",g,2644,0.50,1,-0.20
Matthias Bluebaum,2025-09-01,White,"Ganguly, Surya Shekhar",g,2566,0.50,1,-1.30
Matthias Bluebaum,2025-10-01,White,"Predke, Alexandr",g,2609,0.50,1,-0.90
Matthias Bluebaum,2025-10-01,Black,"Lagarde, Maxime",g,2609,0.50,1,-0.90
Matthias Bluebaum,2025-10-01,White,"Hammer, Jon Ludvig",g,2618,1.00,1,4.30
Matthias Bluebaum,2025-10-01,Black,"Henriquez Villagra, Cristobal",g,2594,1.00,1,3.90
Matthias Bluebaum,2025-10-01,White,"Praggnanandhaa, R",g,2785,1.00,1,6.60
Matthias Bluebaum,2025-10-01,White,"Mishra, Abhimanyu",g,2611,0.50,1,-0.80
Matthias Bluebaum,2025-10-01,Black,"Erigaisi, Arjun",g,2771,1.00,1,6.40
Matthias Bluebaum,2025-10-01,White,"Nihal, Sarin",g,2693,0.50,1,0.30
Matthias Bluebaum,2025-10-01,Black,"Abdusattorov, Nodirbek",g,2748,0.50,1,1.10
Matthias Bluebaum,2025-10-01,Black,"Keymer, Vincent",g,2751,0.50,1,1.10
Matthias Bluebaum,2025-10-01,White,"Firouzja, Alireza",g,2754,0.50,1,1.10
Matthias Bluebaum,2025-11-01,White,"Baenziger, Fabian",m,2439,1.00,1,1.90
Matthias Bluebaum,2025-11-01,Black,"Jobava, Baadur",g,2573,0.00,1,-6.60
Matthias Bluebaum,2025-11-01,White,"Volokitin, Andrei",g,2617,0.00,1,-6.00
Matthias Bluebaum,2025-11-01,Black,"Sahidi, Samir",m,2490,0.50,1,-2.50
Matthias Bluebaum,2025-11-01,White,"Livaic, Leon",g,2551,1.00,1,3.20
Matthias Bluebaum,2025-11-01,Black,"Indjic, Aleksandar",g,2618,0.50,1,-1.00
Matthias Bluebaum,2025-11-01,White,"Van Wely, Loek",g,2630,1.00,1,4.20
Matthias Bluebaum,2025-12-01,White,"Adly, Ahmed",g,2589,1.00,1,3.80
Matthias Bluebaum,2025-12-01,Black,"Adly, Ahmed",g,2589,0.50,1,-1.20
Matthias Bluebaum,2025-12-01,Black,"Zemlyanskii, Ivan",f,2585,1.00,1,3.70
Matthias Bluebaum,2025-12-01,White,"Zemlyanskii, Ivan",f,2585,0.50,1,-1.30
Matthias Bluebaum,2025-12-01,White,"Donchenko, Alexander",g,2641,0.50,1,-0.50
Matthias Bluebaum,2025-12-01,Black,"Donchenko, Alexander",g,2641,0.00,1,-5.50
Matthias Bluebaum,2026-01-01,Black,"Volokitin, Andrei",g,2619,0.50,1,-0.80
Matthias Bluebaum,2026-01-01,White,"Duda, Jan-Krzysztof",g,2729,0.50,1,0.70
